Id,MS Zoning,Lot Frontage,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,Year Built,Roof Matl,Exterior 1st,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,BsmtFin SF 1,BsmtFin SF 2,Total Bsmt SF,Heating QC,Central Air,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Area,Garage Qual,Paved Drive,Wood Deck SF,Fence,Yr Sold,SalePrice
1783,RL,75.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2006,CompShg,VinylSd,BrkFace,428.0,Gd,PConc,Ex,0.0,0.0,1795.0,Ex,Y,1795,0.0,0.0,2,0,1,Gd,7,Gd,Attchd,895.0,TA,Y,0,NF,2007,147000
338,RL,63.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1991,CompShg,HdBoard,None,0.0,TA,PConc,Gd,458.0,0.0,624.0,Gd,Y,1274,0.0,0.0,1,1,1,TA,6,NFP,Detchd,576.0,TA,Y,22,GdWo,2010,136000
196,RM,50.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1940,CompShg,MetalSd,None,0.0,TA,CBlock,TA,264.0,0.0,572.0,Ex,Y,1196,0.0,1.0,1,1,1,TA,6,Gd,Detchd,576.0,TA,Y,0,NF,2010,128000
762,RL,50.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1946,CompShg,MetalSd,None,0.0,TA,CBlock,Fa,0.0,0.0,560.0,Ex,Y,704,0.0,1.0,1,0,1,Fa,4,NFP,CarPort,220.0,TA,Y,0,NF,2009,88750
151,RL,119.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1955,CompShg,MetalSd,None,0.0,TA,CBlock,TA,648.0,0.0,972.0,TA,Y,972,0.0,0.0,1,0,1,TA,5,NFP,Attchd,305.0,TA,Y,0,GdWo,2010,122500
158,RL,78.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1948,CompShg,VinylSd,None,0.0,TA,CBlock,TA,0.0,0.0,912.0,TA,Y,1458,0.0,1.0,1,0,1,TA,6,Gd,Attchd,330.0,TA,Y,192,NF,2010,97500
2572,RL,109.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1963,CompShg,MetalSd,BrkFace,332.0,TA,CBlock,TA,0.0,0.0,1008.0,TA,Y,1008,0.0,0.0,1,0,1,TA,5,NFP,Attchd,430.0,TA,Y,0,NF,2006,135000
1686,RL,90.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2007,CompShg,CemntBd,BrkFace,452.0,Ex,PConc,Ex,48.0,0.0,1822.0,Ex,Y,1828,0.0,0.0,2,0,1,Gd,9,Gd,Attchd,774.0,TA,Y,0,NF,2007,314813
943,C (all),105.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1915,CompShg,Plywood,None,0.0,Fa,CBlock,TA,0.0,0.0,1013.0,TA,N,1526,0.0,0.0,1,0,1,Fa,6,NFP,NG,0.0,NG,N,0,MnPrv,2009,85000
735,RM,50.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1937,CompShg,MetalSd,None,0.0,Gd,BrkTil,TA,0.0,0.0,698.0,TA,Y,1176,0.0,0.0,1,0,1,TA,4,NFP,Detchd,624.0,TA,N,210,NF,2009,134900
2741,RL,70.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1955,CompShg,MetalSd,Stone,164.0,TA,CBlock,TA,0.0,0.0,1057.0,Gd,Y,1057,0.0,1.0,1,0,1,Gd,6,NFP,Attchd,288.0,TA,Y,0,NF,2006,137000
1106,RL,91.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1995,CompShg,MetalSd,BrkFace,660.0,Gd,PConc,Gd,1696.0,0.0,2109.0,Ex,Y,2113,1.0,0.0,2,1,1,Gd,7,TA,Attchd,839.0,TA,Y,236,NF,2008,350000
2375,RL,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1967,CompShg,MetalSd,None,0.0,TA,CBlock,TA,373.0,108.0,943.0,TA,Y,1387,1.0,0.0,1,0,1,TA,6,TA,Attchd,300.0,TA,Y,0,NF,2006,145000
1701,RL,118.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2005,CompShg,MetalSd,BrkFace,365.0,Gd,PConc,Ex,0.0,0.0,1704.0,Ex,Y,2758,0.0,0.0,2,1,1,Ex,9,Ex,BuiltIn,814.0,TA,Y,282,NF,2007,418000
2657,RM,48.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1920,CompShg,Wd Sdng,None,0.0,TA,PConc,TA,0.0,0.0,798.0,Gd,Y,840,0.0,0.0,1,0,1,Fa,5,NFP,Detchd,250.0,TA,N,112,NF,2006,64000
907,RH,55.0,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1932,CompShg,VinylSd,None,0.0,TA,BrkTil,TA,182.0,0.0,793.0,Ex,Y,1520,0.0,0.0,1,0,1,TA,6,NFP,Detchd,281.0,TA,Y,0,NF,2009,159434
1777,RL,91.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,2007,CompShg,VinylSd,BrkFace,164.0,Gd,PConc,Gd,1220.0,0.0,1542.0,Ex,Y,1542,1.0,0.0,2,0,1,Gd,6,Gd,Attchd,852.0,TA,Y,168,NF,2007,260261
164,RL,71.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1952,CompShg,BrkFace,None,0.0,TA,CBlock,TA,507.0,0.0,910.0,Fa,Y,1385,0.0,0.0,2,0,1,TA,6,NFP,Detchd,720.0,TA,Y,0,MnPrv,2010,166000
1973,RL,66.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1962,CompShg,HdBoard,None,0.0,TA,CBlock,TA,734.0,0.0,896.0,TA,Y,936,1.0,0.0,1,0,1,TA,6,Po,Attchd,288.0,TA,Y,24,NF,2007,130000
2857,RL,51.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1941,CompShg,Wd Sdng,None,0.0,TA,CBlock,Fa,384.0,0.0,824.0,TA,N,1288,0.0,0.0,1,0,1,TA,6,NFP,Detchd,240.0,TA,Y,0,NF,2006,112000
1208,RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1963,CompShg,MetalSd,BrkFace,148.0,TA,CBlock,TA,776.0,0.0,1120.0,Gd,Y,1128,1.0,0.0,2,0,1,TA,6,NFP,Attchd,525.0,TA,Y,192,MnPrv,2008,155000
319,RL,92.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2009,CompShg,VinylSd,BrkFace,84.0,Gd,PConc,Ex,0.0,0.0,774.0,Ex,Y,1968,0.0,0.0,2,1,1,Ex,8,Gd,BuiltIn,680.0,TA,Y,0,NF,2010,269500
2567,RL,72.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1964,CompShg,HdBoard,None,0.0,TA,CBlock,TA,939.0,0.0,1246.0,TA,Y,1246,1.0,0.0,1,0,1,TA,6,Gd,Attchd,441.0,TA,Y,0,NF,2006,172000
2222,RL,75.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1940,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,410.0,0.0,800.0,TA,Y,1740,0.0,0.0,1,1,1,TA,6,Gd,Attchd,240.0,TA,Y,0,NF,2007,219500
2493,RL,70.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1963,CompShg,HdBoard,None,0.0,TA,PConc,TA,181.0,0.0,925.0,Gd,Y,925,1.0,0.0,1,0,1,TA,5,NFP,Detchd,484.0,TA,Y,203,NF,2006,133500
1757,RL,76.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2000,CompShg,VinylSd,None,0.0,TA,PConc,Gd,0.0,0.0,384.0,Ex,Y,1430,0.0,0.0,2,1,1,TA,8,TA,BuiltIn,400.0,TA,Y,100,NF,2007,170000
184,RM,60.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1900,CompShg,Wd Sdng,None,0.0,Gd,BrkTil,TA,0.0,0.0,930.0,TA,N,1566,0.0,0.0,2,0,1,Gd,7,NFP,Detchd,288.0,TA,Y,54,NF,2010,150000
1248,RL,72.0,Pave,Reg,Lvl,AllPub,Inside,Sev,NAmes,Norm,Norm,1Fam,1953,CompShg,MetalSd,None,0.0,TA,PConc,TA,624.0,128.0,984.0,TA,N,950,0.0,0.0,1,0,1,TA,5,NFP,Detchd,400.0,TA,Y,0,GdWo,2008,130000
2574,RL,70.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1959,CompShg,HdBoard,BrkFace,128.0,TA,CBlock,TA,748.0,294.0,1144.0,TA,Y,1144,1.0,0.0,1,0,1,TA,6,TA,Attchd,796.0,TA,Y,86,NF,2006,143000
1215,RL,90.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1961,CompShg,Plywood,None,0.0,TA,CBlock,TA,0.0,0.0,1114.0,TA,Y,1114,1.0,0.0,1,0,1,TA,5,NFP,Attchd,451.0,TA,Y,0,NF,2008,140000
1614,RL,95.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1973,CompShg,Plywood,BrkFace,1115.0,TA,CBlock,Gd,1880.0,0.0,2223.0,Ex,Y,2223,1.0,0.0,2,0,1,TA,8,Gd,Attchd,516.0,TA,Y,300,NF,2007,244000
2039,RM,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1920,CompShg,MetalSd,None,0.0,TA,BrkTil,TA,0.0,0.0,530.0,TA,N,1111,0.0,0.0,1,0,1,Fa,6,NFP,Detchd,288.0,TA,N,0,NF,2007,101000
2669,RM,65.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1958,CompShg,HdBoard,None,0.0,TA,CBlock,TA,0.0,0.0,960.0,Ex,Y,960,0.0,0.0,1,0,1,TA,5,NFP,Detchd,624.0,TA,Y,0,NF,2006,125000
1005,RL,73.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1998,CompShg,VinylSd,None,0.0,TA,PConc,Gd,0.0,0.0,932.0,Gd,Y,1633,0.0,0.0,2,1,1,TA,7,TA,Attchd,460.0,TA,Y,0,NF,2008,183000
753,RM,92.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1912,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,0.0,0.0,755.0,Ex,Y,2229,0.0,0.0,1,0,1,TA,8,NFP,NG,0.0,NG,Y,0,MnPrv,2009,104000
1275,RL,64.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1954,CompShg,MetalSd,None,0.0,TA,CBlock,TA,0.0,0.0,936.0,TA,Y,984,1.0,0.0,1,0,1,TA,4,NFP,Detchd,280.0,TA,Y,0,GdWo,2008,112500
2350,RL,79.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1980,CompShg,Plywood,BrkFace,157.0,TA,CBlock,Gd,625.0,1061.0,1686.0,TA,Y,1686,1.0,0.0,2,0,1,TA,7,TA,Attchd,612.0,TA,Y,384,NF,2006,207500
2762,RL,78.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2005,CompShg,VinylSd,BrkFace,140.0,Gd,PConc,Gd,56.0,0.0,1614.0,Ex,Y,1614,0.0,0.0,2,0,1,Gd,7,Gd,Attchd,576.0,TA,Y,100,NF,2006,225000
2788,RL,60.0,Pave,Reg,Low,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1972,CompShg,VinylSd,None,0.0,TA,CBlock,TA,437.0,0.0,864.0,Ex,Y,864,0.0,0.0,1,0,1,TA,5,NFP,Detchd,297.0,TA,Y,0,MnPrv,2006,119900
2384,RL,108.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2006,CompShg,VinylSd,Stone,206.0,Gd,PConc,Ex,0.0,0.0,1721.0,Ex,Y,1740,0.0,0.0,2,0,1,Gd,8,NFP,Attchd,874.0,TA,Y,0,NF,2006,293000
2716,RL,78.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1968,CompShg,Plywood,None,0.0,TA,CBlock,TA,570.0,0.0,1461.0,Gd,Y,1721,0.0,0.0,2,1,1,TA,7,TA,Attchd,440.0,TA,Y,0,MnPrv,2006,180000
313,RL,74.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1976,CompShg,HdBoard,BrkFace,335.0,TA,CBlock,TA,539.0,0.0,1012.0,TA,Y,1034,1.0,0.0,1,0,1,TA,6,NFP,Attchd,888.0,TA,Y,0,NF,2010,169900
84,RM,68.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1978,CompShg,VinylSd,None,0.0,TA,Slab,NB,0.0,0.0,0.0,TA,Y,1902,0.0,0.0,2,0,2,TA,8,NFP,Attchd,539.0,TA,Y,0,NF,2010,112000
81,RL,81.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1984,CompShg,HdBoard,None,0.0,TA,PConc,Gd,338.0,0.0,1040.0,TA,Y,1097,0.0,0.0,2,0,1,TA,6,NFP,Attchd,480.0,TA,Y,0,GdPrv,2010,152000
2389,RL,120.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2005,CompShg,VinylSd,BrkFace,525.0,Gd,PConc,Gd,0.0,0.0,1090.0,Ex,Y,2206,0.0,0.0,2,1,1,Ex,10,Gd,BuiltIn,670.0,TA,Y,148,NF,2006,300000
280,RL,94.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1976,CompShg,Plywood,None,0.0,TA,CBlock,TA,422.0,127.0,1029.0,TA,Y,1117,1.0,0.0,1,0,1,TA,6,TA,Detchd,672.0,TA,Y,144,MnPrv,2010,107000
190,RM,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1885,CompShg,VinylSd,None,0.0,TA,PConc,TA,0.0,0.0,777.0,Gd,Y,2290,0.0,0.0,2,0,2,TA,11,NFP,Detchd,560.0,TA,N,0,NF,2010,122500
2371,RM,21.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,1972,CompShg,HdBoard,BrkFace,504.0,TA,CBlock,TA,276.0,0.0,483.0,TA,Y,948,0.0,0.0,1,1,1,TA,5,NFP,Detchd,264.0,TA,Y,0,NF,2006,89000
213,RL,65.0,Pave,IR1,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,1940,CompShg,VinylSd,None,0.0,TA,CBlock,Fa,368.0,0.0,600.0,Ex,N,919,0.0,0.0,1,0,1,TA,5,NFP,Detchd,231.0,TA,Y,0,MnPrv,2010,95000
1864,RL,78.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1968,CompShg,MetalSd,BrkFace,41.0,TA,CBlock,TA,0.0,0.0,912.0,Ex,Y,1152,1.0,0.0,1,1,1,TA,7,NFP,Attchd,412.0,TA,Y,0,NF,2007,143450
37,RL,102.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2009,CompShg,VinylSd,Stone,162.0,Ex,PConc,Ex,0.0,0.0,1590.0,Ex,Y,2334,0.0,0.0,2,1,1,Ex,10,Gd,Attchd,751.0,TA,Y,144,NF,2010,376162
146,RL,73.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1960,CompShg,MetalSd,BrkFace,324.0,TA,CBlock,TA,697.0,0.0,1268.0,TA,Y,1264,1.0,0.0,1,0,1,TA,6,Gd,Attchd,461.0,TA,Y,0,NF,2010,167500
809,RL,64.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1979,CompShg,Plywood,Stone,275.0,TA,CBlock,Gd,1086.0,0.0,1086.0,TA,Y,1224,2.0,0.0,0,2,2,TA,6,TA,Detchd,528.0,TA,Y,120,NF,2009,153337
767,RH,54.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1925,CompShg,Wd Sdng,None,0.0,TA,BrkTil,TA,551.0,0.0,672.0,TA,N,1369,1.0,0.0,2,0,1,TA,6,NFP,Detchd,300.0,TA,Y,147,NF,2009,103600
262,RL,75.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1976,CompShg,HdBoard,None,0.0,TA,CBlock,TA,182.0,712.0,894.0,TA,Y,894,1.0,0.0,1,0,1,TA,5,NFP,Attchd,308.0,TA,Y,365,MnPrv,2010,128200
101,FV,73.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2000,CompShg,MetalSd,BrkFace,216.0,Gd,PConc,Gd,378.0,0.0,756.0,Ex,Y,1573,0.0,0.0,2,1,1,Gd,5,NFP,Detchd,440.0,TA,Y,0,NF,2010,177500
48,RL,105.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2002,CompShg,VinylSd,BrkFace,232.0,Gd,PConc,Gd,578.0,0.0,1671.0,Ex,Y,2250,1.0,0.0,2,1,1,Gd,7,Ex,Attchd,756.0,TA,Y,238,NF,2010,320000
489,RL,42.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2000,CompShg,VinylSd,None,0.0,TA,PConc,Gd,683.0,0.0,794.0,Ex,Y,1514,1.0,0.0,2,1,1,TA,7,TA,Attchd,394.0,TA,Y,0,NF,2009,190000
2369,RM,21.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,1971,CompShg,CemntBd,BrkFace,236.0,TA,CBlock,TA,0.0,0.0,672.0,TA,Y,1218,0.0,0.0,1,1,1,TA,7,NFP,NG,0.0,NG,N,201,NF,2006,91500
707,RM,50.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1954,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,0.0,0.0,811.0,TA,Y,1387,0.0,0.0,2,0,2,Gd,7,NFP,BuiltIn,256.0,TA,Y,0,NF,2009,93000
1556,C (all),50.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,1920,CompShg,BrkFace,None,0.0,TA,BrkTil,TA,0.0,0.0,649.0,TA,N,1317,0.0,0.0,1,0,1,TA,6,NFP,Detchd,250.0,TA,N,0,MnPrv,2008,40000
2034,RM,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1914,CompShg,Wd Sdng,None,0.0,TA,PConc,TA,0.0,0.0,684.0,TA,Y,1355,0.0,0.0,1,1,1,Gd,7,NFP,NG,0.0,NG,Y,136,NF,2007,127000
308,C (all),66.0,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1896,CompShg,Wd Sdng,None,0.0,Fa,CBlock,TA,0.0,0.0,756.0,Gd,Y,952,0.0,0.0,1,0,1,TA,5,NFP,Detchd,330.0,TA,N,0,NF,2010,50138
2176,RL,63.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1976,CompShg,HdBoard,BrkFace,174.0,TA,CBlock,TA,751.0,0.0,1143.0,TA,Y,1113,1.0,0.0,1,1,1,TA,6,Fa,Attchd,504.0,TA,Y,370,GdPrv,2007,148000
1549,RM,71.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1940,CompShg,VinylSd,None,0.0,TA,CBlock,TA,403.0,125.0,740.0,Ex,Y,778,0.0,0.0,1,0,1,TA,4,Gd,Detchd,924.0,Ex,Y,0,NF,2008,120500
909,RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1940,CompShg,VinylSd,None,0.0,TA,BrkTil,TA,0.0,0.0,778.0,TA,Y,1489,0.0,0.0,2,0,1,TA,7,Gd,Detchd,240.0,TA,Y,335,GdWo,2009,139500
892,RL,86.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2007,CompShg,CemntBd,Stone,340.0,Ex,PConc,Ex,1234.0,0.0,1698.0,Ex,Y,1698,1.0,0.0,2,0,1,Ex,8,Gd,Attchd,768.0,TA,Y,327,NF,2009,320000
2045,RL,107.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1937,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,288.0,0.0,1005.0,TA,Y,2267,1.0,0.0,1,1,1,TA,7,Gd,Attchd,498.0,TA,Y,521,NF,2007,219000
2927,RL,74.0,Pave,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1983,CompShg,HdBoard,None,0.0,TA,CBlock,Gd,301.0,324.0,864.0,TA,Y,902,1.0,0.0,1,0,1,TA,5,NFP,Attchd,484.0,TA,Y,164,MnPrv,2006,131000
1732,RL,62.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2006,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,0.0,0.0,738.0,Ex,Y,1495,0.0,0.0,2,1,1,Gd,7,Gd,Attchd,440.0,TA,Y,100,NF,2007,171925
998,RL,53.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1996,CompShg,HdBoard,None,0.0,Gd,PConc,Gd,450.0,0.0,1348.0,Gd,Y,1384,1.0,0.0,2,0,1,Gd,7,NFP,Attchd,404.0,TA,Y,0,NF,2008,177900
2203,RL,53.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1921,CompShg,VinylSd,None,0.0,TA,BrkTil,TA,0.0,0.0,585.0,TA,N,1436,0.0,0.0,1,0,1,TA,7,Gd,Detchd,228.0,TA,Y,184,NF,2007,141500
356,RL,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1998,CompShg,VinylSd,None,0.0,Gd,PConc,Gd,476.0,0.0,952.0,Gd,Y,1636,1.0,0.0,2,1,1,TA,7,TA,Attchd,440.0,TA,Y,0,NF,2009,191000
2475,RL,63.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,2004,CompShg,VinylSd,None,0.0,TA,PConc,Gd,941.0,0.0,1158.0,Ex,Y,1158,1.0,0.0,1,1,1,Gd,5,NFP,Detchd,576.0,TA,Y,0,NF,2006,158000
2264,RL,67.0,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2006,CompShg,VinylSd,Stone,274.0,Gd,PConc,Gd,0.0,0.0,1638.0,Ex,Y,1646,0.0,0.0,2,0,1,Gd,6,Gd,Attchd,870.0,TA,Y,192,NF,2007,248900
2201,RL,60.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1937,CompShg,Wd Sdng,BrkFace,252.0,TA,BrkTil,Gd,569.0,0.0,731.0,Ex,Y,1768,1.0,0.0,1,1,1,Gd,7,TA,Detchd,240.0,TA,Y,0,MnPrv,2007,175000
2545,RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,RRAn,Norm,2fmCon,1965,CompShg,BrkFace,None,0.0,TA,PConc,TA,901.0,252.0,1187.0,Ex,Y,1565,1.0,0.0,2,0,1,Gd,7,TA,Attchd,299.0,TA,Y,200,MnPrv,2006,185900
2660,RM,60.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1914,CompShg,Wd Sdng,None,0.0,TA,BrkTil,Gd,390.0,0.0,880.0,Fa,N,1768,0.0,0.0,1,1,1,TA,6,TA,Detchd,320.0,TA,N,0,NF,2006,163000
2882,C (all),50.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1951,CompShg,WdShing,None,0.0,Fa,CBlock,TA,0.0,0.0,660.0,TA,N,1396,0.0,0.0,2,0,2,TA,8,NFP,NG,0.0,NG,Y,0,NF,2006,115000
1379,RL,80.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1978,CompShg,HdBoard,BrkFace,39.0,TA,CBlock,TA,528.0,0.0,1008.0,TA,Y,1096,1.0,0.0,1,0,1,TA,6,Fa,Attchd,484.0,TA,Y,168,NF,2008,157500
491,RL,63.0,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,1999,CompShg,VinylSd,BrkFace,210.0,Gd,PConc,Gd,913.0,0.0,1177.0,Ex,Y,2312,1.0,0.0,2,1,1,Gd,8,TA,BuiltIn,658.0,TA,Y,298,NF,2009,245000
1002,RL,41.0,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1993,CompShg,HdBoard,None,0.0,Gd,PConc,Gd,733.0,0.0,1337.0,Gd,Y,1337,1.0,0.0,2,0,1,Gd,5,TA,Attchd,462.0,TA,Y,96,NF,2008,180000
1848,FV,73.0,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2004,CompShg,MetalSd,None,0.0,Gd,PConc,Gd,239.0,0.0,551.0,Ex,Y,1102,0.0,0.0,2,1,1,Gd,4,NFP,Detchd,480.0,TA,Y,0,NF,2007,148800
1455,RL,75.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2002,CompShg,VinylSd,NM,0.0,Gd,PConc,Gd,804.0,0.0,1128.0,Ex,Y,2031,1.0,0.0,2,1,1,Gd,7,Gd,Attchd,577.0,TA,Y,0,NF,2008,237000
908,RL,60.0,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1920,CompShg,Wd Sdng,None,0.0,TA,CBlock,TA,290.0,0.0,290.0,TA,N,438,0.0,0.0,1,0,1,Fa,3,NFP,Detchd,246.0,TA,N,0,NF,2009,60000
